#mOTU	consensus_taxonomy	S_Normal_025_008M	S_Normal_025_17M	S_Normal_025_34M	S_Normal_025_068M	S_Normal_025_102M	S_Normal_050_008M	S_Normal_050_17M	S_Normal_050_34M	S_Normal_050_068M	S_Normal_050_102M	S_Normal_100_008M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_068M	S_Normal_400_102M
ref_mOTU_v3_01115	Methylobacterium aquaticum [Methylobacterium sp. ap11/Methylobacterium sp. yr596/Methylobacterium aquaticum]	0	0	0	0	0	0	0	0	0	0	0	0.002249503	0	0	0	0	0.004675106	0	0	0	0	0	0	0	0	0.000635039	0	0	0.001029612	0.01503729
ref_mOTU_v3_11177	Shewanella sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041425	0	0	0	0	0	0.000638284	0.00091931
ref_mOTU_v3_04074	Shewanella halifaxensis	0	0	0	0	0	0	0	0.004327835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003695093	0	0	0.001254192	0	0	0.000588007	0
ref_mOTU_v3_11649	Nostoc punctiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00836733	0	0	0	0.006344672	0	0	0	0	0.003166625	0	0	0.00301016	0	0	0
ref_mOTU_v3_02738	Microbacterium oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804922	0	0	0.001126139	0.001239404	0.004539891	0	0.00120842	0.001341399	0	0	0
ref_mOTU_v3_10801	Chlorobaculum limnaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020921651	0	0	0	0	0.013571432	0	0.000774671	0.010608244	0	0	0	0.002359026	0.003633602	0.000976535	0
ref_mOTU_v3_00412	Collimonas pratensis	0	0	0.081231071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004842875	0	0	0	0	0	0	0.001552957	0	0.00309705	0.001010015	0
ref_mOTU_v3_11223	Stackebrandtia nassauensis	0.034341664	0	0	0	0	0	0	0	0.002740304	0	0	0.005223248	0	0	0	0	0.010871674	0	0	0.012698945	0.01048418	0	0	0.002305784	0	0	0.000359292	0.002994093	0.000701336	0.003194996
ref_mOTU_v3_11238	Phenylobacterium zucineum	0	0	0	0	0	0	0	0	0	0	0	0.014307938	0	0.003052108	0	0	0	0.003175763	0.002194757	0	0	0	0	0.000393966	0	0	0	0	0	0
ref_mOTU_v3_11654	Segniliparus rotundus	0	0	0	0	0	0	0.016246863	0	0	0	0	0	0	0	0.004049272	0	0.025201982	0	0	0	0	0	0	0	0	0	0.000911742	0	0	0.000576026
ref_mOTU_v3_10913	Beggiatoa leptomitoformis	0	0	0	0	0	0	0	0	0	0	0	0.002930561	0	0	0	0	0	0.003708372	0	0	0.005557071	0.001693439	0.008342697	0.00386636	0	0	0.000708462	0	0	0.00139517
ref_mOTU_v3_11800	Bacteroides helcogenes	0	0	0	0.024982304	0	0	0	0	0	0	0	0	0	0	0	0.017087027	0	0	0	0	0	0.004190588	0	0	0	0.003004504	0	0	0.000948721	0.000280246
ref_mOTU_v3_11075	Caminibacter mediatlanticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001105195	0	0	0	0	0	0	0	0.004616162	0	0.000647869	0	0	0
ref_mOTU_v3_00761	Photorhabdus asymbiotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004864788	0	0	0	0.000338904	0	0	0.009600886	0	0.002030374	0	0	0	0
ref_mOTU_v3_11470	Thermosediminibacter oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002050694	0	0	0	0	0	0	0.00268803	0.000576737	0.001067719
ref_mOTU_v3_04311	Mycobacterium florentinum	0	0	0	0	0	0	0	0	0	0	0.040767644	0	0	0	0.021743264	0	0	0	0	0.003546267	0.006980591	0.00078912	0	0.00027113	0	0.002002959	0	0	0.001245763	0.001806471
ref_mOTU_v3_06173	Frankia inefficax	0	0	0	0	0	0	0	0	0	0	0.006596794	0.023932415	0	0	0	0	0	0	0	0	0	0.004923853	0	0	0	0.000798779	0	0	0.003610503	0
ref_mOTU_v3_06618	Glaciecola nitratireducens	0	0	0	0	0	0	0.009402392	0.006221812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004600031	0	0	0.006246641	0.003466962
ref_mOTU_v3_00861	Roseburia hominis	0	0	0	0	0	0	0	0	0	0.031330729	0.00696957	0	0	0	0	0	0	0	0.003054741	0.00264048	0	0.001591407	0	0	0	0.000214951	0.000254599	0	0.001669568	0.000063236
ref_mOTU_v3_01104	Advenella mimigardefordensis	0	0	0	0	0	0	0.00035859	0	0	0	0	0	0	0	0	0	0	0.021394001	0	0	0	0.000914484	0	0	0	0.000781064	0.00031744	7.76E-05	0	0.003260082
ref_mOTU_v3_11307	Catenulispora acidiphila	0	0	0	0	0	0.00690022	0.014990506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003279595	0.000560313	0	0	0.004393015	0	0.001366769	0	0
ref_mOTU_v3_10677	Sulfurihydrogenibium azorense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280218	0.018770762	0	0.007497287	0	0	0	0	0	0	0	0
ref_mOTU_v3_11447	Deinococcus deserti	0	0	0	0	0	0	0	0	0	0	0	0	0.000691216	0	0	0	0	0	0	0	0	0	0	0	0.002095905	0.001213033	0.001510304	0.00245523	0.002498416	0
ref_mOTU_v3_06636	Flavobacterium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797566	0	0	0	0	0	0	0	0	0	0	0.001089582	0	0.001437542	0.00918237
ref_mOTU_v3_00791	Alteromonas mediterranea	0	0.009702788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713185	0	0	0	0	0	0	0.00336522	0.000151382	0	0
ref_mOTU_v3_12015	Pseudoalteromonas tunicata	0	0	0	0	0	0	0	0	0	0.017511302	0	0	0	0	0	0	0.002402	0	0	0	0	0	0	0	0	0.00292403	0.000340243	0.001817106	0.003867554	0
ref_mOTU_v3_02007	Spiroplasma eriocheiris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003925706	0	0	0	0	0.002711864	0	0	0.012479965	0.00189742	0	0	0.00080077	0.000448581	0
ref_mOTU_v3_11685	Leadbetterella byssophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000599843	0	0	0.002015294	0	0.000543866
ref_mOTU_v3_02203	Deinococcus ficus	0	0	0	0	0	0	0	0	0	0	0.001685212	0.011003416	0	0.014266414	0	0	0	0	0	0	0	0	0	0.006621741	0	0	0	0	0	0
ref_mOTU_v3_10917	Neoasaia chiangmaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000775186	0	0	0	0.002735646	0	0	0.000182162	0	0.000572688	0
ref_mOTU_v3_10921	Cyclobacterium amurskyense	0	0	0	0	0	0	0.008920195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006207474	0	0	0.001333872	0	0	0.002054313	0
ref_mOTU_v3_07873	Dokdonella koreensis	0	0	0	0	0	0	0	0	0	0	0.02528793	0	0	0.003253273	0	0	0	0	0	0	0.002852588	0	0	0	0	0.001441376	0.001195193	0.001517891	0	0
ref_mOTU_v3_11827	Pontibacter actiniarum	0	0	0	0	0	0	0	0	0	0	0	0.001954585	0	0	0	0	0	0	0	0	0	0.00481765	0	0	0	0	0	0	0.001501253	0
ref_mOTU_v3_10936	Neisseria animaloris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018216119	0.002811216	0	0	0	0	0	0	0.001250349	0.00948382	0.000385336	0.002577872	0
ref_mOTU_v3_02547	Paraglaciecola psychrophila	0	0	0.014805884	0	0	0	0	0	0	0	0	0	0	0	0.006161621	0	0.005662534	0	0	0.016377865	0	0	0	0	0	0	0	0	0.012786038	0.000515467
ref_mOTU_v3_11594	Nonlabens dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0.004383633	0	0	0.008056256	0	0	0	0	0	0	0	0.009641318	0	0	0.002475489	0.000624543	0	0.004592447
ref_mOTU_v3_03048	Shewanella xiamenensis [Shewanella sp. POL2/Shewanella sp. ZOR0012/Shewanella sp. Sh95/Shewanella xiamenensis]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173898	0	0	0	0	0	0	0	0	0	0	0	0	8.60E-05	0	0.000232237	0
ref_mOTU_v3_11686	Truepera radiovictrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030274	0	0	0	0.001380217	0	0	0	0	0	0	0	0.001967665	0.000725506	0.001246028	0.000518347	0
ref_mOTU_v3_04144	Providencia heimbachae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467746	0.014308542	0
ref_mOTU_v3_06114	Psychrobacter arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011746645	0	0	0.005473738	0	0	0.000917164	0	0.006667627
ref_mOTU_v3_11563	Thermovirga lienii	0	0	0	0	0	0	0	0	0	0.023908225	0.012292325	0	0	0	0	0.004476785	0.002426736	0	0	0	0	0	0	0	0	0.003276786	0	0	0	0.000929514
ref_mOTU_v3_00922	Erwinia tasmaniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007246337	0	0	0	0	0	0	0	0	0.00258693	0	0	0	0	0	0.001462581	0.000867448
ref_mOTU_v3_01273	Mycobacterium colombiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010277773	0	0	0	0	0	0	0	0	0	0	0.000844272	0.003591621	0.000246546	0	0
ref_mOTU_v3_10969	Actinoalloteichus hymeniacidonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013743726	0.00664816	0	0	0	0.022173499	0	0	0	0.007658802	0	0.003587054	0	0.011463886	0.002285268
ref_mOTU_v3_00422	Herbaspirillum hiltneri	0	0	0	0.085837276	0	0	0	0	0	0	0	0	0	0	0	0.002055829	0.006960711	0	0	0	0	0	0	0	0.001531121	0.002184643	0.000570455	0.001638282	0	0.001958506
ref_mOTU_v3_10978	Geobacter pickeringii	0	0	0	0	0	0	0	0	0	0	0	0	0.002114031	0	0	0	0.000581079	0.000709247	0	0	0	0	0	0	0.001603862	0	0	0.004435997	0.000577711	0
ref_mOTU_v3_07438	Corynebacterium marinum	0.023354494	0	0	0	0	0	0	0	0	0.002633231	0	0	0.00463507	0	0	0	0	0.00615985	0	0	0	0	0	0.001745154	0	0	0.002291601	0.000516619	0.00032996	0.002639449
ref_mOTU_v3_10260	Alkalilimnicola ehrlichii	0	0	0	0	0	0.006755724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016774655	0	0.002423085	0.001240549	0.009759365	0.001965834	0.000661283	0	0.003365661
ref_mOTU_v3_11796	Oscillibacter valericigenes	0	0	0	0	0	0	0	0	0	0	0.018680783	0	0	0	0	0	0	0	0	0	0	0	0.001083131	0	0	0	0.000833206	0	0.000322558	0.000982719
ref_mOTU_v3_04017	Xenorhabdus doucetiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001920886	0	0	0	0	0	0.001379213	0.00285432	0	0.021397881	0	0	0.000903149	0
ref_mOTU_v3_04019	Xenorhabdus hominickii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076525	0	0	0	0	0	0	0	0	0.001873841	0.000530074	0	0	0
ref_mOTU_v3_06232	Niastella koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001889693	0	0.004170078	0	0	0	0	0	0.004534262	0	0	0	0.009020742	0.001352675	0.000179443	0.002696461
ref_mOTU_v3_11001	Psychromonas ingrahamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001229556	0	0	0	0	0	0.001114864	0	0	0	0.003139082
ref_mOTU_v3_11570	Methylotenera mobilis	0	0	0	0	0	0	0	0	0	0	0.002199978	0.016890717	0	0	0	0	0	0	0	0	0	0	0	0.0047826	0	0	0	0	0	0
ref_mOTU_v3_06239	Streptococcus pseudoporcinus	0	0	0	0	0	0	0	0	0	0	0	0	0.014911463	0	0	0.001387532	0	0	0	0.015591161	0.001781695	0	0.001126412	0	0.001475259	0	0.000583722	0.002262723	0.001366955	0.003198076
ref_mOTU_v3_11007	Altererythrobacter epoxidivorans	0	0	0	0	0	0	0	0	0	0.008514689	0.002140596	0	0	0	0	0	0	0	0	0.001800182	0.004010069	0	0	0	0	0	0	0.006379111	0.000686068	0
ref_mOTU_v3_02726	Pseudarthrobacter phenanthrenivorans	0	0	0	0	0	0	0.031364288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000801639	0	0	0	0	0.002832852	0.001879879	0	0	0.00341849
ref_mOTU_v3_11084	Verminephrobacter eiseniae	0	0	0	0	0	0	0	0.0030395	0	0	0	0	0	0.000667398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001249839	0.005930157
ref_mOTU_v3_01415	Granulibacter bethesdensis	0	0	0	0	0	0.056841858	0	0	0	0	0	0	0	0.00807888	0	0	0	0.007568574	0	0	0	0.001220634	0	0.005221607	0.005729853	0.001500606	0	0.002504957	0	0
ref_mOTU_v3_05587	Gallionella capsiferriformans	0	0	0	0	0	0	0	0	0	0	0	0	0.001490304	0	0	0	0	0	0	0	0	0.000767867	0	0	0	0	0.006069532	0.024182168	0.000319483	0
ref_mOTU_v3_07874	Isoptericola dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002267062	0.014634793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11257	Natranaerobius thermophilus	0	0	0	0	0	0	0.010909532	0	0	0	0.012300932	0	0	0	0	0	0	0	0	0.006138682	0	0	0	0	0	0.002539523	0	0	0	0.017440113
ref_mOTU_v3_00248	Halotalea alkalilenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001777403	0	0	0	0.005421981	0	0.000437188	0	0	0	0	0.000255796	0
ref_mOTU_v3_06637	Bartonella australis	0	0	0	0	0	0	0	0	0	0	0	0	0.022613488	0	0	0	0	0	0	0.003828688	0	0	0.038977685	0	0	0	0.003264099	0	0	0
ref_mOTU_v3_06260	Pontibacter akesuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012899678	0.012061332	0	0	0	0.00331429	0	0	0	0	0	0	0.001264019	0	0	0.000390732	0
ref_mOTU_v3_12096	Echinicola vietnamensis	0	0	0	0	0	0	0	0	0.006131608	0	0	0	0	0	0.005167456	0	0	0	0.011969867	0	0	0	0.007272799	0.000405323	0	0.002835126	0	0	0	0.004250749
ref_mOTU_v3_12102	Terriglobus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000643153	0.000514417	0.008567963
ref_mOTU_v3_04002	Porphyromonas crevioricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000841753	0	0.011625346	0	0.004375458	0	0	0.002290199	0
ref_mOTU_v3_03297	Clostridium taeniosporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002922443	0	0.007802554	0	0	0	0.000702151	0	0	0	0.002751663	0.002802182	0.002204542	0	0
ref_mOTU_v3_11571	Coraliomargarita akajimensis	0	0	0	0	0	0	0	0	0	0	0.048496314	0	0	0	0	0	0.000372544	0	0	0	0	0	0	0	0	0.000423359	0	0.003637619	0	0.003977864
ref_mOTU_v3_12030	Barnesiella viscericola	0	0	0	0.015639056	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014352132	0	0	0	0	0	0	0	0	0.003024982	0	0	0.001784222
ref_mOTU_v3_11113	Mycobacterium shinjukuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001928939	0	0.001886637	0	0	0	0.001211492	0	0	0.002866518	0.003215591
ref_mOTU_v3_07082	Streptococcus merionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002110275	0	0	0	0.029043287	0.000777031	0.000608355	0	0	0.002704796	0	0.001137241	0	0.001687667
ref_mOTU_v3_11121	Pontibacter korlensis	0	0	0	0	0	0	0	0	0	0	0	0	0.010697091	0	0	0	0	0	0	0	0	0	0.001019447	0	0	0.000733965	0	0	0	0
ref_mOTU_v3_11124	Halobacillus mangrovi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042536	0	0.006703666	0	0	0	0	0	0.001456318	0.003150546
ref_mOTU_v3_10710	Shewanella piezotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0.021471248	0	0	0	0	0	0	0	0	0	0.003079904	0	0	0	0.003813214	0.000684459	0.00336835	0
ref_mOTU_v3_01371	Alicyclobacillus acidocaldarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001089548	0	0	0	0	0	0	0	0	0	0	0.004044663	0	0
ref_mOTU_v3_01373	Alicyclobacillus acidocaldarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_06281	Salinicoccus halodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001956386	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_06569	Leptospira kmetyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007450146	0	0.002493219	0.002226739	0	0	0.001244881	0	0	0.000655302	0
ref_mOTU_v3_11150	Gramella forsetii	0	0	0	0	0	0	0	0	0	0.017989988	0	0	0	0	0	0	0	0	0	0	0.001241363	0	0	0	0	0.002071218	0	0	0.001224059	0
ref_mOTU_v3_07863	Thermosulfidibacter takaii	0	0	0.009140403	0	0	0	0	0	0	0	0.016773375	0	0	0	0	0	0.007030409	0.003820976	0.005323524	0	0	0	0	0	0	0	0	0.001001714	0	0
ref_mOTU_v3_02169	Caldicellulosiruptor hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007982114	0	0	0	0.001568348	0	0	0.003459571	0	0	0	0	0.003774323	0.003369286	0	0
ref_mOTU_v3_06288	Azoarcus olearius [Azoarcus olearius/Azoarcus sp. BH72]	0	0	0.010754781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004456111	0	0	0	0	0	0	0.002143049	0.00222722	0.000971874	0.000213577	0	0
ref_mOTU_v3_11172	Paraburkholderia megapolitana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009414537	0	0	0	0	0	0.000957896	0.004007386	0.004406215	0	0.001056096	0.001173973	0
ref_mOTU_v3_11217	Elusimicrobium minutum	0	0	0	0	0	0	0	0	0	0	0	0	0.006051162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01129307	0.00045777	0	0
ref_mOTU_v3_11586	Desulfurivibrio alkaliphilus	0	0	0	0	0	0.033452455	0	0	0	0.001517453	0	0	0	0.010068556	0	0	0	0.019578486	0	0	0	0.00315518	0.000481863	0	0	0	0	0.005735269	0.006312349	0.000270533
ref_mOTU_v3_02755	Methylacidiphilum kamchatkense	0	0	0	0.0993134	0	0	0	0	0	0	0	0	0	0	0	0.017073337	0	0	0	0	0	0	0	0.001042571	0	0.001591924	0.000923749	0	0	0
ref_mOTU_v3_04470	Lysobacter capsici [Lysobacter sp. Root690/Lysobacter capsici]	0	0	0	0	0	0	0	0	0	0	0	0.003035148	0	0	0	0	0.000837733	0	0	0	0	0.002124646	0	0.003832143	0	0.0007973	0	0.002113202	0	0
ref_mOTU_v3_00536	Pandoraea thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001656846	0	0.002973751	0.001471416	0	0	0	0.000157321	0
ref_mOTU_v3_08094	Adlercreutzia equolifaciens	0	0	0.020725046	0	0	0.003594863	0	0	0	0	0	0	0	0	0	0	0.00385354	0	0	0.00236453	0	0	0	0.001584512	0	0.003001212	0	0	0	0.001006361
ref_mOTU_v3_12119	Niabella soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726643	0	0.005946143	0	0	0.001287293	0	0	0	0.00240724	0.003848356	0	0
ref_mOTU_v3_00976	Kocuria flava	0	0	0	0	0	0	0	0	0	0	0.020191313	0.004833039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015020306	0	0.001737829	0	0.000340738
ref_mOTU_v3_02038	Simiduia agarivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005235547	0
ref_mOTU_v3_11229	Croceicoccus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002632452	0.004665078	0	0	0	0.000390532	0	0.001428605	0	0
ref_mOTU_v3_07876	Nocardioides dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001888391	0.005121263	0	0	0	0	0.005317322	0	0.004579584	0.000174712	0	0	0	0.001466493
ref_mOTU_v3_11671	Desulfarculus baarsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258847	0	0.015266368	0	0	0	0.020078961	0.001149576	0	0.001615456	0	0	0	0.001279299	0.000192532
ref_mOTU_v3_05291	Agromyces aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005562564	0	0	0.008065116	0	0.006502074	0.00543025	0	0	0	0.0014938
ref_mOTU_v3_03698	Paraprevotella clara [Paraprevotella clara CAG:116/Paraprevotella clara]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_03699	Paraprevotella xylaniphila	0	0	0	0	0	0	0	0	0	0	0.002726098	0	0	0	0	0	0	0	0	0	0.000161392	0.004903037	0	0	0	0.000540387	0	0	0	0
ref_mOTU_v3_06954	Maritalea myrionectae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013284507	0	0.015442144	0.002756368	0	0	0	0	0	0.002340572	0.002523466	0	0.001152826	0.000177683	0.000443624	0.000384758	0
ref_mOTU_v3_11251	Nocardia terpenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001693909	0	0	0	0	0	0	0	0.008377489	0.001233933	0.008821198	0	0	0	0	0.00178337	0.0020683
ref_mOTU_v3_12197	Chloracidobacterium thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001999936	0	0	0	0	0.002609755	0	0	0	0	0.000640371
ref_mOTU_v3_11260	Mycobacterium noviomagense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000728713	0	0	0.001447417	0	0	0	0	0	0.000726582	0	0.001566545	0	0
ref_mOTU_v3_11267	Steroidobacter denitrificans	0	0	0	0	0	0	0	0	0	0	0.004592923	0	0	0	0	0	0	0	0.023110218	0	0.007585163	0	0.002060664	0	0	0	0.000228758	0.001006235	0.000357829	0.001032076
ref_mOTU_v3_05960	Singulisphaera acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011422524	0	0.000352584	0.001891321	0	0	0.00624317	0.001053894	0.00042529	0.000586936	0	0.001619569
ref_mOTU_v3_06575	Nitrosococcus watsonii	0	0	0	0	0	0.015717469	0	0	0	0	0	0	0	0	0	0	0	0	0.003256955	0.000503846	0.001288285	0	0	0	0	0	0.000553779	0	0.015570566	0
ref_mOTU_v3_11300	Filimonas lacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009325142	0	0.001458516	0	0	0	0	0.001820065	0	0	0	0	0.0031271
ref_mOTU_v3_11929	Calditerrivibrio nitroreducens	0.049250808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863535	0.001057112	0	0.001021016	0	0.001013347	0	0.001435536	0	0	0	0.001293832	0.000112858	0	0
ref_mOTU_v3_03131	Tepidanaerobacter acetatoxydans	0	0	0	0	0	0	0	0	0	0	0.005151784	0	0	0	0.001900887	0	0	0	0	0	0	0.000876427	0	0	0	0	0	0	0.00148096	0
ref_mOTU_v3_11349	Dietzia timorensis	0	0	0	0	0.025796082	0	0	0.003876822	0	0	0	0	0	0.035857065	0	0	0	0	0	0	0	0.006304617	0	0	0.000516085	0	0.013332242	0	0	0
ref_mOTU_v3_05318	Deinococcus gobiensis	0	0	0	0	0	0	0	0	0	0	0	0	0.000674396	0	0	0	0	0	0	0	0	0	0	0	0.000662795	0	0.002355775	0.000598738	0	0.000301976
ref_mOTU_v3_11364	Halomonas chromatireducens	0	0	0	0	0.023935331	0	0	0	0	0	0	0	0	0	0	0.000285165	0	0	0.000356429	0	0	0	0	0.000542138	0	0	0	0.001298207	0.000586337	0
ref_mOTU_v3_11312	Methylacidiphilum infernorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002633891	0	0	0	0	0	0	0	0.015113031	0	0	0.01138318	0.006926079	0	0	0	0.000733968
ref_mOTU_v3_11373	Rufibacter tibetensis	0	0.005093134	0	0	0	0	0.090691191	0	0	0	0	0	0.0016714	0	0	0.000625221	0	0.017340765	0	0	0	0.009537528	0	0	0	0	0	0	0.002106662	0.001110468
ref_mOTU_v3_03364	Azospirillum thiophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001377865	0	0.000953584	0	0.001971943	0	0	0	0.001550715	0.002649011	0.001400245	0
ref_mOTU_v3_11423	Rhodoluna lacicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002504378	0	0	0	0	0	0.00547128	0	0	0	0.00120612	0.003389318	0.001639828	0	0.003109856	0
ref_mOTU_v3_01723	Pelagibacterium halotolerans [Pelagibacterium sp. H642/Pelagibacterium halotolerans]	0	0	0	0	0	0	0	0	0	0	0.007713375	0	0	0	0	0	0.000392167	0	0.001291955	0	0.000927221	0	0.002497044	0.028245247	0	0.00119648	0.000596626	0	0	0.002983188
ref_mOTU_v3_06359	Stappia indica	0	0	0	0	0	0.009710741	0	0	0.005156764	0	0	0	0	0	0	0	0.026312405	0	0	0	0	0	0	0	0	0.000492368	0	0.001262495	0.000831647	0
ref_mOTU_v3_06362	Roseovarius indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004454312	0	0	0	0	0	0	0	0	0	0	0.005005736	0.001969827	0.001442799	0.000581188
ref_mOTU_v3_02019	Actinomyces oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276582	0	0.001528434	0	0	0	0.002686805	0.002363678	0.001734978	0.00587251
ref_mOTU_v3_00869	Aromatoleum aromaticum	0	0	0	0	0	0	0	0.026720873	0	0	0	0.002386473	0	0	0	0	0	0	0.018566169	0	0	0	0	0	0	0	0	0.001064981	0.004680985	0
ref_mOTU_v3_04754	Mucilaginibacter gossypiicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391584	0	0	0	0	0	0.000152282	5.13E-05
ref_mOTU_v3_04753	Mucilaginibacter gossypii [Mucilaginibacter sp. NFR10/Mucilaginibacter gossypii]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002769186	0	0	0	0	0.000975936	0	0.001545327	0	0	0.003464886	0	0.000782962	0.001066046	0.000321798
ref_mOTU_v3_11464	Dehalogenimonas lykanthroporepellens	0	0.098964491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001368992	0	0.001600568	0	0.0018824	0	0
