#mOTU	consensus_taxonomy	S_Normal_025_008M	S_Normal_025_17M	S_Normal_025_34M	S_Normal_025_068M	S_Normal_025_102M	S_Normal_050_008M	S_Normal_050_17M	S_Normal_050_34M	S_Normal_050_068M	S_Normal_050_102M	S_Normal_100_008M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_068M	S_Normal_400_102M
ref_mOTU_v3_02444	Sediminispirochaeta smaragdinae	0	0	0	0	0	0	0	0	0	0	0	0.011080819	0	0	0	0.006107019	0	0	0	0	0	0	0	0.001760436	0	0	0.000442414	0.000941799	0	0
ref_mOTU_v3_00926	Erwinia persicina	0	0	0	0	0.026994737	0	0	0	0	0	0	0	0	0	0	0	0.011777132	0	0	0	0	0	0	0	0.002414731	0	0.000877057	0	0.000489352	0.000279603
ref_mOTU_v3_00554	Janthinobacterium agaricidamnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002046599	0.002379994	0	0	0	0.003970624	0	0	0	0	0	0.008174341	0
ref_mOTU_v3_08274	Magnetospirillum gryphiswaldense	0.036416397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009594319	0	0	0	0	0	0.001189388	0	0	0.001937347	0	0	0	0.001857638	0	0
ref_mOTU_v3_04298	Bartonella clarridgeiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022639635	0	0.001407664	0	0	0	0	0.001920378	0	0.006973549	0	0	0	0	0
ref_mOTU_v3_02980	Xanthomonas sacchari [Xanthomonas sp. NCPPB 1128/Xanthomonas sacchari]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001178011	0	0	0	0.002507949	0.002839821	0	0.00218705	0	0	0	0	0	0	0.000317648
ref_mOTU_v3_01730	Xanthomonas vesicatoria	0	0	0	0	0.060633453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140705	0	0	0	0	0.003130225	0.000672098	0
ref_mOTU_v3_04778	Thermus brockianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000491666	0	0	0	0.004150973	0.000977908	0	0.002048756
ref_mOTU_v3_02482	Thermus oshimai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015359256	0	0	0	0	0	0	0	0	0.001249718	0	0.001734595	0	0.001897524	0.005803529
ref_mOTU_v3_02945	Psychroflexus torquis	0	0	0	0	0	0	0	0	0	0	0	0.003876505	0.015590145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005542689	0.000670093	0
ref_mOTU_v3_06097	Tsukamurella tyrosinosolvens	0	0	0	0	0	0.002260733	0	0	0	0	0	0	0	0	0.005510432	0	0	0	0	0	0	0	0	0.003185262	0	0	0	0	0	0.004223695
ref_mOTU_v3_11322	Desulfofarcimen acetoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001785835	0	0.002595375	0	0	0	0	0	0.000291535	0	0	0.00035809	0
ref_mOTU_v3_10986	Desulfotomaculum reducens	0	0	0	0	0	0	0	0	0	0	0	0.007712261	0	0	0	0	0	0	0	0	0	0.001231197	0	0.001659413	0	0	0.001354138	0	0	0.005218547
ref_mOTU_v3_05188	Chryseobacterium scophthalmum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66E-05	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_10840	Cyanobium gracile	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002116754	0	0	0.002625771	0	0	0	0	0.00176433	0.001032403	0	0.014401641	0.003320667	0.00148025	0	0	0.001175955
ref_mOTU_v3_06080	Shewanella violacea	0	0	0	0	0	0.002321739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002932095	0	0.003316226	0	0	0	0	0.000427699	0
ref_mOTU_v3_10933	Shewanella amazonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367096	0	0	0.009076494	0.000765508	0.000563329	0.001187763	0.000338075	0
ref_mOTU_v3_04370	Phaeobacter gallaeciensis	0	0.072655386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458705	0
ref_mOTU_v3_06287	Saccharopolyspora spinosa	0	0	0	0	0	0	0	0.007701519	0	0	0	0	0	0	0.003844433	0	0	0	0	0	0	0	0.025700842	0	0	0.000303342	0.003436433	0	0	0.000843669
ref_mOTU_v3_05295	Sanguibacter keddieii	0.111075698	0	0	0	0.020934144	0	0.007798173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000996494	0	0	0	0	0.000752399	0	0
ref_mOTU_v3_05896	Shewanella woodyi [Shewanella sp. Alg231_23/Shewanella woodyi]	0	0	0	0	0	0	0	0.012933895	0	0	0	0	0.019349281	0	0	0	0	0	0	0	0	0.000824897	0.006383952	0	0	0.013292433	0	0.000212919	0.001790421	0.003682683
ref_mOTU_v3_00080	Pluralibacter gergoviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003980151	0	0	0.001507069	0	0.013711923	0.001135958	0	0	0.000192402	0	0.002004649	0
ref_mOTU_v3_00093	Kluyvera intermedia	0	0	0	0	0	0.004707723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002364524	0.005069996	0	0.001396324	0
ref_mOTU_v3_01714	Borreliella valaisiana	0	0	0	0	0	0	0	0	0	0	0	0.007724128	0	0	0	0	0	0	0	0	0	0	0	0	0.000247264	0	0	0	0.000904802	0.001840753
ref_mOTU_v3_10705	Aquifex aeolicus	0	0	0.003505337	0	0	0	0	0	0	0	0	0.009725244	0	0	0	0	0	0	0	0	0	0	0	0	0.005738184	0.00179541	0.000584182	0	0	0.001190191
ref_mOTU_v3_00398	Sideroxydans lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006205821	0	0	0	0	0	0	0	0	0.007653731	0.007224788	0.001124994	0	0.000116636	0
ref_mOTU_v3_11996	Desulfurobacterium thermolithotrophum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001773987	0	0.004698017	0	0	0.001348474	0	0	0.002043837	0
ref_mOTU_v3_01710	Borreliella bissettii	0	0	0	0	0	0	0	0	0	0	0	0.011804023	0.002451946	0	0	0	0.020608609	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_00824	Corynebacterium ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0.015076045	0	0	0	0	0.026572109	0	0	0	0	0	0	0	0	0	0	0	0.004843767
ref_mOTU_v3_11405	Sulfurospirillum deleyianum	0	0	0	0	0	0	0	0	0	0.001601409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000614938	0	0
ref_mOTU_v3_07239	Desulfocapsa sulfexigens	0.052669166	0	0	0	0	0	0	0	0	0	0.003259953	0	0	0	0	0	0.0007499	0	0	0.002565504	0	0	0	0.013084392	0.00125349	0.000894239	0	0	0	0
ref_mOTU_v3_00207	Pseudomonas knackmussii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435395	0	0	0.003451728	0	0.001174535	0	0	0.000265699	0
ref_mOTU_v3_04501	Lachnoclostridium phytofermentans	0	0	0	0	0	0	0	0.003618214	0	0	0	0	0	0	0	0.00478059	0	0	0.0043672	0	0	0	0.005012196	0.002503856	0.000517532	0.002160231	0	0.013165984	0	0
ref_mOTU_v3_02709	Sulfurospirillum multivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001859711	0	0.015397786	0	0.003746915	0	0	0
ref_mOTU_v3_11737	Legionella waltersii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003336077	0	0	0.001937276	0	0.002926232	0	0	0.0038822	0	0.001675996
ref_mOTU_v3_00651	Streptomyces griseochromogenes	0	0	0	0	0	0	0	0.014631982	0	0	0	0	0	0	0	0.00216882	0.003084986	0.002714587	0	0	0	0	0	0	0.00173124	0	0.001435495	0	0.004843247	0.001573192
ref_mOTU_v3_00607	Streptomyces pactum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259097	0	0	0.004776472	0	0	0	0
ref_mOTU_v3_03330	Dickeya paradisiaca	0	0	0	0	0	0	0.014279526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_05888	Nodularia spumigena	0	0	0	0	0	0	0	0	0.007456665	0	0	0	0	0	0	0.001491964	0	0	0	0	0	0	0	0	0	0	0	0	0.005930898	0.002726071
ref_mOTU_v3_03049	Shewanella oneidensis	0	0	0	0	0	0	0	0	0.009775419	0	0	0	0	0	0	0	0	0	0	0.002412799	0	0.003659423	0	0	0	0	0	0.000720304	0.00588893	0.001305543
ref_mOTU_v3_04073	Shewanella pealeana	0	0	0	0	0	0.009788882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002895815	0	0	0.001272851	0.001970952	0.004662078	0	0.000286999
ref_mOTU_v3_06432	Waddlia chondrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013613032	0	0	0.002189001	0	0	0	0	0	0	0.001470732	0	0.002293521	0.00401691	0.003152603
ref_mOTU_v3_11919	Thiocystis violascens	0.015201375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001586959	0	0	0	0.000767452	0.000679036	0	0.000761406	0
ref_mOTU_v3_11674	Thermaerobacter marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230891	0.007147187	0	0	0.005277023	0	0	0.005084921	0	0	0	0.002008763
ref_mOTU_v3_06172	Photobacterium profundum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004690857	0	0.011103941	0	0	0	0	0	0	0.000925627	0	0	0	0	0	0
ref_mOTU_v3_11639	Brevundimonas subvibrioides	0	0	0	0	0	0	0	0	0	0	0.003431019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007028551	0	0	0.001771975	0
ref_mOTU_v3_03626	Collinsella aerofaciens [Collinsella sp. CAG:166/Collinsella sp. 4_8_47FAA/Collinsella aerofaciens]	0	0	0	0	0	0	0	0	0	0	0	0.00232828	0	0	0	0	0	0	0	0.041008968	0	0.008650437	0	0	0.00636001	0.000737672	0	8.17E-05	0	0
ref_mOTU_v3_05151	Campylobacter lanienae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002049916	0	0	0.003360557	0	0	0	0	0	0	0	0.002338531
ref_mOTU_v3_00562	Castellaniella defragrans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019907703	0	0	0	0	0	0	0	0	0	0	0	0.000643214	0.005381126
ref_mOTU_v3_11899	Thermocrinis ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025201442	0	0	0	0	0	0	0.000291934	0.002498904	0	0.001284175	0	0	0.000806645	0	0.001521566
ref_mOTU_v3_03479	Prevotella enoeca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021189045	0	0	0	0	0	0	0	0	0	0.002174795	0.002714656	0.006104292	0
ref_mOTU_v3_05926	Roseateles depolymerans	0	0	0	0	0	0.027670234	0	0	0	0	0	0	0	0	0	0	0.008227654	0	0	0	0	0	0	0.003594562	0.004399516	0.000495115	0	0	0.018367074	0
ref_mOTU_v3_03267	Sphingobium herbicidovorans	0	0	0	0	0.015741073	0	0	0	0	0.075203837	0	0	0	0.006210187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000758636	0.00148758
ref_mOTU_v3_02147	Bifidobacterium subtile	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017581138	0	0	0	0.006552154	0	0	0	0.006679194	0	0	0	0	0	0.001204266	0	0
ref_mOTU_v3_02966	Parascardovia denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0.015548741	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005369249	0	0	0.002084725
ref_mOTU_v3_02705	Scardovia inopinata	0	0	0	0	0	0	0	0	0	0.009703347	0	0	0	0	0	0.002681062	0	0	0	0	0	0	0	0	0	0.001234311	0.004984449	0.001250687	0	0
ref_mOTU_v3_11532	Asticcacaulis excentricus	0	0	0	0	0	0	0	0	0	0	0.003234528	0	0.009777562	0	0	0	0.02085399	0	0	0.003364451	0	0	0.009348983	0.010474319	0	0	0.003120533	0	0.001062444	0
ref_mOTU_v3_02212	Desulfosporosinus meridiei	0	0	0	0	0	0	0	0	0	0	0.008302765	0	0	0	0	0	0	0	0	0	0	0	0	0.003925262	0	0.000383515	0.001305863	0.000701426	0.005987011	0
ref_mOTU_v3_05952	Chitinophaga pinensis [Chitinophaga sp. YR627/Chitinophaga pinensis]	0	0	0	0	0	0	0	0	0	0	0.012776752	0	0.052267144	0	0	0	0	0	0	0	0	0	0	0.004557657	0	0	0.005859815	0	0.003234368	0
ref_mOTU_v3_06442	Denitrobacterium detoxificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034093127	0	0	0	0	0	0	0	0	0	0	0	0.001290055	0.001147458	0	0
ref_mOTU_v3_11920	Thioflavicoccus mobilis	0.013667364	0	0	0	0	0	0	0	0	0	0.006775358	0	0	0	0	0	0	0.004869029	0	0	0	0	0	0.006322856	0	0	0.002919165	0.000908597	0	0
ref_mOTU_v3_11353	Haliangium ochraceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001695662	0.012450683	0.000958348	0	0	0.001187078	0.000881581	0	0
ref_mOTU_v3_00417	Herbaspirillum rubrisubalbicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01005509	0	0	0	0	0	0	0	0	0	0	0.002348347	0.008713323	0.004222461
ref_mOTU_v3_11406	Thermanaerovibrio acidaminovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002255048	0	0	0	0	0.0011456	0	0	0.004136133	0.002093523	0	0	0
ref_mOTU_v3_00404	Frateuria aurantia	0	0	0	0	0	0	0	0	0	0	0.002418206	0	0	0	0	0	0	0	0	0	0	0	0.004296399	0.006794402	0	0	0	0.00351774	0.006124257	0.013580688
ref_mOTU_v3_01948	Rhodoferax antarcticus	0	0.012286985	0	0	0	0	0	0.033281815	0	0	0	0	0	0	0	0	0	0	0.005593279	0	0.008394437	0	0	0	0	0	0.005456234	0.001945655	0.004032638	0
ref_mOTU_v3_05393	Paracoccus pantotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000774656	0	0.001187456	0	0	0	0	0.003780373	0.00405146	0
ref_mOTU_v3_00815	Buttiauxella agrestis	0	0	0	0	0	0	0.004324125	0	0	0	0	0.000415719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234092
ref_mOTU_v3_02387	Pragia fontium	0	0	0	0	0	0	0	0	0	0.017838906	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001179262	0	0	0.002427334	0	0.002246099	0.0008761
ref_mOTU_v3_00816	Buttiauxella ferragutiae	0	0	0	0	0	0	0.000926598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05
ref_mOTU_v3_03779	Myxococcus stipitatus	0	0	0	0	0	0	0.003333566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001725603	0	0.001666987	0	0	0.007659185	0.000873785	0
ref_mOTU_v3_04815	Parachlamydia acanthamoebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012590244	0	0.009552023	0	0	0	0.000778256	0
ref_mOTU_v3_04278	Chlamydia suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004863236	0.000454373	0	0	0	0.002906344	0
ref_mOTU_v3_04439	Chlamydia muridarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0236182	0.002347368	0	0	0	0.001123908	0.001347209	0	0.006950003	0.002338959	0	0.002014883
ref_mOTU_v3_11286	Slackia heliotrinireducens	0	0	0	0	0	0	0	0	0	0	0	0	0.050844941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007034615	0.000923159	0	0.047967386
ref_mOTU_v3_04303	Gemella sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187956	0	0.01506233	0	0	0	0.000285086	0	0
ref_mOTU_v3_11902	Hippea maritima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017724819	0	0.002068393	0	0	0	0	0	0	0.002227962	0	0	0.000662574	0	0
ref_mOTU_v3_00851	Taylorella asinigenitalis	0.072966743	0	0	0	0	0.004208027	0	0	0	0	0.012520588	0	0	0	0	0	0	0	0	0	0.002004097	0.005679855	0	0	0.012674399	0	0	0	0.001523155	0.002503933
ref_mOTU_v3_11285	Beutenbergia cavernae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005149012	0	0	0	0	0.001641598	0.000866351	0.003299317	0.003103159	0	0.002233117
ref_mOTU_v3_09367	Desulfotalea psychrophila	0	0	0	0	0	0	0.024415229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001335751	0	0	0.001142145
ref_mOTU_v3_02308	Mannheimia varigena	0	0	0.004868074	0	0	0	0.013736947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00274938	0.000225805	0	0	0
ref_mOTU_v3_01822	Bartonella tribocorum	0	0	0	0	0	0	0	0	0	0	0.005724419	0	0	0	0	0	0	0	0	0	0	0.012397704	0	0	0	0.002072572	0.001332316	0	0.000730856	0.017427896
ref_mOTU_v3_01778	Thermacetogenium phaeum	0	0	0	0.014813735	0	0	0	0	0	0	0.083672952	0	0	0.019769356	0	0	0	0	0	0	0	0.008941133	0	0	0	0.001781989	0.002325675	0.005118427	0.000917179	0
ref_mOTU_v3_10674	Saccharophagus degradans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002263436	0.006334328	0.00123704	0	0	0	0	0.000948985	0	0
ref_mOTU_v3_06347	Aerococcus christensenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021795639	0	0	0	0.005255872	0	0	0.037227518	0	0	0	0.000609922	0.002605445	0	0	0.003024844
ref_mOTU_v3_03902	Caulobacter segnis	0	0	0	0	0	0	0	0	0	0	0.004250197	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014821492	0	0.000649237	0.001530638	0	0.003258836
ref_mOTU_v3_07335	Corynebacterium terpenotabidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393897	0	0	0	0	0.002955797	0.011230747	0.004332283	0.000308141	0	0.002222243	0	0.000683469
ref_mOTU_v3_11848	Thiomicrospira aerophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001712026	0.003224641	0.009404329	0	0	0	0	0	0	0.000405195	0	0	0	0.002716644
ref_mOTU_v3_01237	Paraburkholderia tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000711884	0	0	0	0.001846975
ref_mOTU_v3_06435	Ketogulonicigenium vulgare	0	0	0	0	0	0	0	0	0	0	0	0	0.00570137	0	0	0	0	0.001050826	0	0	0	0	0	0	0	0	0	0	0.001640343	0
ref_mOTU_v3_12114	Ketogulonicigenium robustum	0	0	0	0	0	0	0	0	0	0	0	0	0.003522522	0	0	0.008866819	0	0	0	0	0	0	0	0	0	0	0	0	0.001315131	0
ref_mOTU_v3_03269	Sphingomonas koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001821774	0.001594091	0	0.008018141
ref_mOTU_v3_03078	Pandoraea apista	0	0	0	0	0	0	0	0	0	0.00728555	0	0	0	0	0	0	0	0	0	0	0	0.002466681	0	0.002618453	0	0	0.003836699	0	0	0
ref_mOTU_v3_03080	Pandoraea norimbergensis	0	0	0	0	0	0	0	0	0.00921992	0	0	0	0	0	0.00383884	0	0	0	0	0	0	0	0	0	0	0.000507149	0.000298997	0	0	0
ref_mOTU_v3_03075	Pandoraea pulmonicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006876917	0	0	0	0	0	0	0.00173378	0	0
ref_mOTU_v3_00910	Edwardsiella hoshinae	0	0	0	0	0	0	0	0	0	0	0.012569535	0	0.00208613	0	0	0	0	0	0.006570446	0	0	0	0	0	0	0.00143586	0	9.64E-05	0	0
ref_mOTU_v3_02227	Dyadobacter fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003183176	0	0	0	0	0.006257732	0	0	0	0	0.024872589	0	0	0.002839482	0
ref_mOTU_v3_07386	Legionella fallonii	0	0	0	0	0	0	0.004074427	0	0.021131931	0	0	0	0	0	0	0.003538198	0	0	0	0	0.001154995	0.012252581	0	0.002920271	0	0.004738121	0	0	0.000758082	0
ref_mOTU_v3_01243	Cupriavidus oxalaticus [Cupriavidus sp. amp6/Cupriavidus oxalaticus]	0	0	0	0	0	0	0	0	0	0	0.003197892	0	0	0	0	0	0	0.001222	0	0	0	0	0	0.002786723	0.003103605	0.004527215	0	0.002220243	0.001232516	0.013766644
ref_mOTU_v3_02253	Flavobacterium psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001279017	0	0	0.009356057	0	0	0	0.000592818	0.000932935	0	0
ref_mOTU_v3_11979	Halobacteriovorax marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008122093	0.002778469	0	0	0.000197051	0.000102479	0.003840371	0.002377716
ref_mOTU_v3_00591	Austwickia chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003334984	0	0	0	0	0	0	0.002159656	0.001322794	0
ref_mOTU_v3_11380	Chloroherpeton thalassium	0	0	0	0	0	0	0	0	0	0	0	0	0.001189129	0	0	0	0	0	0	0	0	0.00044598	0	0	0.001880927	0.002900069	0.001325433	0	0	0
ref_mOTU_v3_11875	Aequorivita sublithincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002749778	0	0	0.008909968	0	0	0	0	0	0	0	0	0.005891923	0	0.000463422	0
ref_mOTU_v3_06691	Stanieria cyanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045961117	0	0.002185707	0	0.003060907	0	0	0	0	0.007240774	0	0.00138631	0.002244595	0	0.001250049	0.001176718	0
ref_mOTU_v3_01305	Tenacibaculum mesophilum	0	0	0	0	0	0	0	0	0	0.013907368	0	0	0	0.00098634	0	0	0	0	0.001263601	0	0.001249364	0	0.004531418	0	0	0.00062537	0.003005464	0	0.000695494	0
ref_mOTU_v3_01311	Microbacterium foliorum [Microbacterium foliorum/Microbacterium sp. Root553]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002655687	0	0	0	0.001291036	0	0.007982888	0.001629552	0	0	0	0	0.002439065	0	0	0.001993124	0.01315458
ref_mOTU_v3_08025	Tenacibaculum maritimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002517064	0	0	0	0	0	0	0.017400054	0	0.001266752	0.002846031	0
ref_mOTU_v3_11241	Opitutus terrae	0	0	0	0	0	0	0	0	0.01136836	0	0	0	0	0	0	0	0	0.001320227	0	0	0.011631398	0	0	0	0.000947742	0.001275625	0.002944096	0	0.001042392	0.001330508
ref_mOTU_v3_01877	Lactobacillus jensenii	0	0	0	0	0	0	0	0.002693098	0	0	0	0	0	0	0	0.006222984	0	0	0	0	0	0	0.004938273	0	0	0	0	0.000838039	0.000137067	0
ref_mOTU_v3_06665	Actinomyces radicidentis	0	0	0	0	0	0	0	0	0	0	0.007529749	0	0	0	0	0.001103636	0.006556563	0	0	0.003759753	0	0	0	0	0	0.001174278	0.002001362	0	0	0
ref_mOTU_v3_12042	Muricauda ruestringensis	0	0	0	0	0	0	0	0	0	0	0	0.004026408	0	0	0	0	0	0	0	0.004194998	0	0	0	0	0	0	0.001445881	0.000223203	0	0.00077951
ref_mOTU_v3_00020	Chryseobacterium joostei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001233449	0	0	0.001998444	0.002923078	0.001940566	0	0
ref_mOTU_v3_02621	Pediococcus inopinatus	0	0.024763553	0	0.043090841	0	0	0	0.01187736	0	0	0	0	0	0	0	0	0	0	0	0	0.001036578	0	0.004315455	0.001365364	0.006734575	0	0	0.000965108	0.005456244	0
ref_mOTU_v3_01119	Methylobacterium nodulans	0	0	0	0	0	0	0	0	0	0	0	0	0.001195407	0	0	0	0	0	0	0.003913383	0	0	0.001599898	0	0	0	0	0.000348695	0	0.000543645
ref_mOTU_v3_02171	Caloranaerobacter azorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011488059	0	0	0	0	0	0	0	0	0	0	0.000814792	0	0.000996845	0.000620373	0
ref_mOTU_v3_10905	Sphingopyxis alaskensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003683477	0	0	0.0052434	0	0	0.002851179	0	0	0	0	0.00095774	0	0	0.001751474
ref_mOTU_v3_11395	Denitrovibrio acetiphilus	0	0	0	0	0	0	0	0	0	0	0	0.00384653	0.006224771	0	0	0	0.00510393	0.002969286	0	0	0	0	0	0.008406574	0	0.001338777	0.00286302	0	0.002513215	0
ref_mOTU_v3_11489	Oscillatoria acuminata	0	0	0	0	0	0	0	0	0	0.050214322	0	0	0	0	0.024485906	0	0	0	0	0	0.000970126	0	0	0	0	0	0	0	0	0.001274866
ref_mOTU_v3_11786	Pseudothermotoga thermarum	0	0	0	0	0	0	0	0	0	0.002188914	0	0	0	0.009953975	0	0	0	0	0	0	0	0.001016676	0	0	0.001897036	0	0	0.00068628	0	0.001560902
ref_mOTU_v3_10954	Syntrophobacter fumaroxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002323082	0	0.002630089	0.001019359	0	0.008420323	0	0	0	0	0.000622786	0	0	0.011675967	0
ref_mOTU_v3_11850	Marinomonas mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033671805	0	0	0	0	0	0	0.001119578	0	0.004757602	0
ref_mOTU_v3_07431	Sphingobium cloacae	0	0	0	0	0.06253821	0	0	0	0.02225832	0	0	0.002721756	0	0	0	0	0.019544129	0	0	0	0	0	0	0.005039899	0	0.000795962	0	0	0.001613829	0.000913342
ref_mOTU_v3_11060	Roseiflexus castenholzii	0	0	0	0	0	0.010028878	0	0	0	0	0	0	0	0.011215965	0	0	0	0.0088508	0	0	0	0	0	0	0	0	0.003052948	0	0	0
ref_mOTU_v3_03162	Pseudarthrobacter sulfonivorans [Pseudarthrobacter sulfonivorans/Arthrobacter sp. Soil762]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405493	0	0	0.000793951	0.001508333	0.002605038	0	0
ref_mOTU_v3_00552	Bordetella trematum	0	0	0	0	0	0	0	0	0	0	0	0.034380538	0	0	0	0	0	0	0	0	0	0	0	0	0.005874246	0	0	0.002043843	0.000305776	0
