clade_name	S_Normal_025_008M_MPA4	S_Normal_025_17M_MPA4	S_Normal_025_34M_MPA4	S_Normal_025_068M_MPA4	S_Normal_025_102M_MPA4	S_Normal_050_008M_MPA4	S_Normal_050_17M_MPA4	S_Normal_050_34M_MPA4	S_Normal_050_068M_MPA4	S_Normal_050_102M_MPA4	S_Normal_100_008M_MPA4	S_Normal_100_17M_MPA4	S_Normal_100_34M_MPA4	S_Normal_100_068M_MPA4	S_Normal_100_102M_MPA4	S_Normal_150_008M_MPA4	S_Normal_150_17M_MPA4	S_Normal_150_34M_MPA4	S_Normal_150_068M_MPA4	S_Normal_150_102M_MPA4	S_Normal_200_008M_MPA4	S_Normal_200_17M_MPA4	S_Normal_200_34M_MPA4	S_Normal_200_068M_MPA4	S_Normal_200_102M_MPA4	S_Normal_400_008M_MPA4	S_Normal_400_17M_MPA4	S_Normal_400_34M_MPA4	S_Normal_400_068M_MPA4	S_Normal_400_102M_MPA4
s__Ketogulonicigenium_vulgare	0	0	0	0	0	0	0	0	0	0	0	0	0.0060365	0	0	0	0	0.0011221	0	0	0	0	0	0	0	0	0	0	0.0017977	0
s__Kibdelosporangium_phytohabitans	0	0	0	0	0	0.0477992	0	0	0	0	0	0	0	0	0	0.0085355	0	0	0	0	0	0	0	0.0017074	0	0.0006023	0.000461	0.0041674	0.0037725	0
s__Kineococcus_radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023238	0	0	0.0011671	0	0	0.0010748	0	0.0014511	0
s__Kingella_kingae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092036	0	0	0	0	0	0	0.0052217	0	0	0	0	0	0	0	0.0004879	0.0055915
s__Kiritimatiella_glycovorans	0.0418433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009133	0	0	0	0
s__Kluyvera_intermedia	0	0	0	0	0	0.0045031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026081	0.0055653	0	0.0014155	0
s__Kocuria_flava	0	0	0	0	0	0	0	0	0	0	0.0220486	0.005165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150996	0	0.001957	0	0.0003614
s__Komagataeibacter_europaeus	0	0	0	0	0	0	0	0	0.018793	0	0	0	0	0	0	0	0.0017104	0	0	0	0	0	0	0	0.0013144	0	0	0.0006108	0.0112642	0.0016651
s__Komagataeibacter_medellinensis	0	0	0	0	0	0	0	0	0	0	0.001305	0	0.0398294	0	0	0	0.0038468	0	0	0	0.0067316	0.0030838	0	0	0	0.0001819	0	0.0019413	0	0.0006641
s__Komagataeibacter_nataicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151832	0	0	0	0.00533	0.0176561	0.0013884	0	0	0	0	0	0	0.005058	0	0.0001354
s__Kozakia_baliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035276	0.0002341	0	0	0	0	0	0.0011274	0.0048296	0	0.0015798	0.0050794	0	0	0.0030559	0
s__Kribbella_flavida	0	0	0.0294734	0	0	0	0.005485	0	0	0	0	0	0.0043224	0	0.0171298	0	0	0	0	0	0.0047246	0.001022	0	0	0	0	0.0046402	0.0011789	0.0001513	0
s__Kyrpidia_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0.0194982	0	0	0	0	0	0	0	0	0.0036098	0	0.0004075	0	0	0	0.0106801	0	0.0023496
s__Labilithrix_luteola	0	0	0	0	0	0	0	0	0	0	0.0021872	0	0	0	0	0	0	0	0	0	0	0.0020577	0	0.0004484	0	0.0002253	0.0020883	0.0025145	0.0132914	0.0016534
s__Lachnoclostridium_phytofermentans	0	0	0	0	0	0	0	0.0038344	0	0	0	0	0	0	0	0.0048334	0	0	0.0043034	0	0	0	0.0047059	0.0024675	0.0005633	0.0021196	0	0.0129427	0	0
s__Lacinutrix_venerupis	0	0.1071927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059191	0	0.0075153	0	0	0.0015621	0.0016412	0.001782
s__Lactobacillus_acetotolerans	0	0	0	0	0	0	0	0	0	0	0	0.0041802	0	0	0	0	0	0	0	0	0	0	0.0004154	0.0134459	0	0.0027461	0	0.0018919	0.0009446	0
s__Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211	0	0.0015741
s__Lactobacillus_iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235915	0	0.0110926	0.0011584	0	0	0	0	0.0052954	0	0.0011865	0.0043638	0.0013055
s__Lactobacillus_jensenii	0	0	0	0	0	0	0	0.0049834	0	0	0	0	0	0	0	0.0107028	0	0	0	0	0	0	0.0091625	0	0	0	0	0.0015211	0.0002327	0
s__Lactobacillus_kefiranofaciens	0	0	0	0	0	0	0	0.0307191	0	0	0	0	0	0.0040557	0	0	0	0	0	0	0	0	0.0122912	0	0.007205	0.0005267	0	0	0	0
s__Lacunisphaera_limnophila	0	0	0	0	0	0	0	0	0	0	0	0	0.0013925	0	0	0	0	0	0	0	0	0	0	0.0011421	0	0.0013021	0	0.000938	0	0.0017937
s__Laribacter_hongkongensis	0	0	0	0	0	0	0	0	0.0036204	0	0	0	0	0	0	0	0	0	0	0.0053959	0	0	0	0	0	0.0049592	0	0	0.000833	0.0009987
s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0.013591	0	0	0	0	0.0047792	0	0	0	0	0	0	0	0.002714	0.0004079	0	0	0.0003796
s__Lawsonella_clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015955	0	0	0	0	0	0	0.0063726	0	0	0	0	0	0.0021231
s__Lawsonia_intracellularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054646	0	0.0021249	0	0.0023278	0	0
s__Leadbetterella_byssophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006275	0	0	0.0017751	0	0.0005462
s__Legionella_anisa	0	0	0	0	0	0	0	0	0	0.0102907	0	0	0	0	0.0074425	0	0	0	0	0.0059409	0	0.0069862	0	0.0279141	0.004219	0	0.0006188	0.0003701	0.0017116	0
s__Legionella_cherrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098813	0	0	0	0	0.0081206	0	0	0	0.0056631	0.0011495	0.0041478
s__Legionella_fallonii	0	0	0	0	0	0	0.0042926	0	0.0212807	0	0	0	0	0	0	0.003597	0	0	0	0	0.0015801	0.0123606	0	0.0031173	0	0.0047451	0	0	0.0007251	0
s__Legionella_longbeachae	0	0	0	0	0	0	0	0	0	0	0	0.004401	0	0	0	0	0	0.0010106	0	0	0	0	0	0	0.0051236	0.0021347	0	0.0030035	0	0
s__Legionella_pneumophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043513	0.0022838	0	0	0	0	0	0	0.000481	0	0.0055321
s__Legionella_sainthelensi	0	0	0	0	0	0	0	0	0.0246754	0	0	0	0	0	0	0	0	0.0032563	0	0	0.0024285	0	0	0	0.0053644	0.0018711	0.0006462	0.0022688	0	0
s__Legionella_waltersii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003406	0	0	0.0019556	0	0.0029414	0	0	0.0039952	0	0.0018333
s__Leisingera_methylohalidivorans	0	0	0	0	0	0	0.0082913	0	0	0	0	0	0	0	0	0	0	0	0	0.0063748	0	0.0021668	0	0.0137904	0.0038657	0.0000147	0	0	0	0
s__Lentibacillus_amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029879	0	0.0048077	0.0086474	0	0	0	0.0010471	0	0	0	0.0036907
s__Lentzea_guizhouensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097089	0	0	0	0	0.0036546	0	0	0.0014337	0	0
s__Leptolyngbya_boryana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018306	0.0014932	0	0	0	0	0	0.0003993	0	0.0023792	0	0	0.0022652	0	0
s__Leptospira_borgpetersenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021606	0	0	0	0	0	0.0003394	0	0	0	0.001108	0	0.0011448	0.0031349	0	0
s__Leptospira_interrogans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015584	0	0	0	0	0	0	0	0.0021008	0.0005368	0	0.0001377
s__Leptospira_kmetyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077584	0	0.0023771	0.0025077	0	0	0.0008573	0	0	0.0006608	0
s__Leptospirillum_ferrooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038377	0	0	0	0	0	0	0.006973	0	0	0	0	0	0	0
s__Leptothrix_cholodnii	0	0	0	0	0	0	0	0	0	0	0	0.0043004	0	0	0	0	0	0	0	0	0.0083339	0	0	0	0	0	0	0	0	0.0008706
s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127065	0	0	0	0	0	0	0	0.0039863	0.0012713	0.005102	0.0085909	0	0.0013025	0	0.0015206	0.0023714
s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0.0053755	0	0	0	0	0.0075627	0	0	0.0022161	0	0.0115985	0	0	0	0.0022299	0	0	0	0.0001091	0
s__Leptotrichia_wadei	0	0	0	0	0	0	0	0	0	0.0295687	0	0	0	0	0	0.0004353	0	0	0	0	0	0	0	0.0001904	0	0	0.0001	0.0002424	0	0.000105
s__Leuconostoc_carnosum	0	0	0	0	0	0	0	0	0	0	0.0060367	0	0	0	0	0	0.0064114	0	0	0	0	0	0.0159445	0	0	0	0.0015844	0	0	0.0017407
s__Leuconostoc_citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004194	0	0.0007462	0	0	0.0019008	0.0004835	0	0	0.0022918
s__Leuconostoc_gelidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001266	0	0	0	0	0.0034286	0	0	0.0033788	0.0101956	0.004031
s__Limnochorda_pilosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027313	0	0.0016429	0	0	0
s__Listeria_grayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046366	0.0167695	0	0.0029813	0.000594	0	0.0044079	0	0.0018856	0.0003569	0
s__Listeria_ivanovii	0	0	0	0	0	0	0	0.0097382	0	0.0069651	0	0	0	0	0.0064964	0	0	0	0	0	0	0.0011241	0	0.0158774	0.004022	0	0.0032011	0	0	0
s__Listeria_seeligeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076755	0	0	0	0	0	0	0	0	0.0004535	0	0	0	0	0	0.0012358	0
s__Listeria_welshimeri	0	0	0	0	0	0	0	0	0	0	0.0021405	0	0	0	0.0242729	0	0	0	0	0	0	0	0	0	0	0.0042821	0	0.0020542	0.0008778	0
s__Lonsdalea_britannica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097098	0	0	0.0029598	0	0	0	0	0.0007883	0	0	0.0018098	0	0	0	0.0056484	0.0006377
s__Luteibacter_rhizovicinus	0.0185706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003895	0	0	0	0	0	0	0.0092835	0	0	0	0.0027404	0	0.0001607
s__Luteipulveratus_mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0.0020981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011854	0	0.0009146	0	0.0011364
s__Luteitalea_pratensis	0.0054562	0	0	0	0	0	0	0	0	0	0	0.0064831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009378	0	0.0040357
s__Lutibacter_profundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000321	0.0042409	0	0	0	0	0	0	0.0037251	0.0016639	0.0032451
s__Lysobacter_capsici	0	0	0	0	0	0	0	0	0	0	0	0.0031668	0	0	0	0	0.0009576	0	0	0	0	0.0019112	0	0.003752	0	0.0008035	0	0.002004	0	0
s__Lysobacter_gummosus	0	0	0	0	0	0	0	0.0076479	0	0	0	0	0	0	0	0	0.0106837	0.0044561	0	0	0	0	0.0027764	0	0.0031388	0	0.000633	0.0005895	0.0004166	0
s__Mageeibacillus_indolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049092	0	0	0	0.0236885	0	0	0	0	0	0.0057969	0.0024342	0	0.0009458	0
s__Magnetococcus_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014097	0	0.0069133	0	0	0.0030995	0.0019009	0	0	0
s__Magnetospirillum_gryphiswaldense	0.0382748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099442	0	0	0	0	0	0.0010127	0	0	0.0021596	0	0	0	0.002228	0	0
s__Mahella_australiensis	0	0	0.0248671	0	0	0	0	0	0	0	0	0	0	0	0.0241637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014275
s__Mannheimia_varigena	0	0	0.0049445	0	0	0	0.0132841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027288	0.0000952	0	0	0
s__Marinithermus_hydrothermalis	0	0	0	0	0.0113996	0	0	0	0	0	0	0	0.0017084	0	0	0	0.0020343	0	0.0008082	0	0	0	0	0	0	0	0.0026825	0.0015381	0.0061769	0.0018635
s__Marinobacter_salinus	0	0	0	0	0	0.0776761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005202	0	0.0011758	0.0037293	0	0	0
s__Marinomonas_mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0342976	0	0	0	0	0	0	0.0011541	0	0.0047501	0
s__Marinomonas_posidonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028914	0	0	0	0.0195953	0	0	0.0045141	0	0	0.0042928	0.0064257	0	0	0	0
s__Marinovum_algicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010133	0	0	0.0019789	0	0.0041632	0	0.0024432	0	0.0041979	0	0
s__Maritalea_myrionectae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135731	0	0.0151503	0.0031091	0	0	0	0	0	0.0025181	0.0025239	0	0.0018157	0.0000908	0.0005132	0.0004494	0
s__Marivirga_tractuosa	0.0289374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004874	0	0.0006626	0	0.0026072	0.0007334
s__Martelella_endophytica	0	0	0	0	0	0	0	0	0	0.003031	0	0	0	0	0	0	0	0	0.0020911	0	0	0.0773754	0	0	0	0	0	0.0503745	0	0.0002335
s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.0040014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020135	0.0030529	0.0095357	0.0017217	0.0003437
s__Meiothermus_ruber	0	0	0	0	0	0	0	0	0	0	0	0	0.0208878	0	0	0.0020652	0	0	0	0	0	0	0	0	0	0.0067659	0	0.00081	0	0
s__Melioribacter_roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063514	0	0	0.0009706	0	0	0	0.0335098	0.0062582	0.000604	0.0010296	0	0.0006828
s__Melissococcus_plutonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124136	0	0	0.0013518	0	0	0.0127013	0.0006319	0.0002869	0
s__Mesoplasma_florum	0	0	0	0	0	0	0	0	0	0	0.0138982	0	0	0	0	0	0	0.0030954	0	0	0	0	0.0102513	0.0061531	0	0	0	0	0.0015143	0
s__Methylacidiphilum_infernorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027333	0	0	0	0	0	0	0	0.0161746	0	0	0.011058	0.0079651	0	0	0	0.000837
s__Methylacidiphilum_kamchatkense	0	0	0	0.0944654	0	0	0	0	0	0	0	0	0	0	0	0.0166906	0	0	0	0	0	0	0	0.0010518	0	0.0017554	0.0008221	0	0	0
s__Methylobacterium_aquaticum	0	0	0	0	0	0	0	0	0	0	0	0.0016282	0	0	0	0	0.0047375	0	0	0	0	0	0	0	0	0.0005379	0	0	0.0011346	0.0157452
s__Methylobacterium_mesophilicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062889	0	0	0	0	0	0	0.001955	0.0027343	0	0	0	0.0011325	0	0.0016662	0.0006217	0
s__Methylobacterium_nodulans	0	0	0	0	0	0	0	0	0	0	0	0	0.0009948	0	0	0	0	0	0	0.003735	0	0	0.0015812	0	0	0	0	0.0003179	0	0.0004968
s__Methyloceanibacter_caenitepidi	0	0	0	0	0	0	0.0051203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036394	0	0	0	0.0006869
s__Methyloceanibacter_stevinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Methylocella_silvestris	0	0	0	0	0	0	0	0	0.03055	0	0	0	0	0	0	0	0	0.0108554	0.0107271	0	0	0	0	0	0	0.003448	0	0.0009971	0	0
s__Methylococcus_capsulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002717	0	0.0045941	0	0	0	0	0	0	0	0.003134	0	0.0020633	0	0.0012829
s__Methylocystis_bryophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022773	0	0.0011504	0	0.001055	0	0	0	0
s__Methylophaga_frappieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067577	0.0078155	0	0	0.0391182	0.0005588	0	0.0005003	0	0.000918	0.0040158	0.0014892	0.0003735	0.0004835	0
s__Methylophaga_nitratireducenticrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066845	0	0	0	0	0	0.0063361	0	0.0009209	0	0	0	0	0	0	0
s__Methylotenera_mobilis	0	0	0	0	0	0	0	0	0	0	0.0026438	0.0179234	0	0	0	0	0	0	0	0	0	0	0	0.0052455	0	0	0	0	0	0
s__Methylotenera_versatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018521	0.0008386	0.0019667	0.0022457	0.0008945
s__Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010766	0.006001	0	0	0	0.0042237	0	0.0120996	0	0	0	0.0019795	0.0028514	0	0.0003606
s__Microbacterium_foliorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028581	0	0	0	0.0011317	0	0.0086159	0.0023943	0	0	0	0	0.0026019	0	0	0.0021615	0.0137933
s__Microbacterium_oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008538	0	0	0.001162	0.0011822	0.0048697	0	0.0016567	0.0014315	0	0	0
s__Microbacterium_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017326	0.0051896	0	0	0	0	0	0.0009268	0	0	0	0.0011846	0	0.0048538	0
s__Microbulbifer_aggregans	0	0	0	0.0428	0	0.0040213	0	0.0794119	0	0	0	0	0	0	0	0	0.0030926	0	0	0.012392	0.0008889	0	0	0	0	0	0	0	0	0
s__Microbulbifer_thermotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041042	0	0.0047985	0.0011505	0	0	0	0	0	0.0009639	0.0017411	0
s__Microlunatus_phosphovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035766	0.0007886	0	0	0	0	0	0.0009703	0	0
s__Minicystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006054	0	0	0	0	0	0	0.0066318	0.0005225	0.0013629
s__Moorella_thermoacetica	0	0	0	0	0	0	0	0	0	0	0.0072076	0	0	0	0	0.000451	0	0	0	0	0	0	0	0	0	0.0033269	0	0.0012057	0	0.0028647
s__Moraxella_cuniculi	0	0	0	0	0	0	0	0	0	0	0.0061532	0	0	0	0	0	0	0	0	0	0.0020743	0	0	0	0	0.0052748	0	0	0	0
s__Mucilaginibacter_rubeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061407	0	0	0	0	0.0015331	0	0.0030113	0	0	0.0064585	0	0.0012001	0.0023249	0.0006403
s__Muricauda_ruestringensis	0	0	0	0	0	0	0	0	0	0	0	0.0045076	0	0	0	0	0	0	0	0.0044994	0	0	0	0	0	0	0.0015305	0.0002396	0	0.0008045
s__Mycobacterium_branderi	0	0	0	0	0	0	0	0	0	0	0.0040102	0	0	0	0	0	0	0	0	0	0	0	0.0030295	0	0.0015619	0	0	0.0111305	0	0
s__Mycobacterium_colombiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108421	0	0	0	0	0	0	0	0	0	0	0.0009911	0.0032354	0.0002421	0	0
s__Mycobacterium_conspicuum	0	0	0.0889666	0	0	0	0	0	0	0	0	0.0141046	0	0	0	0	0	0	0	0	0	0	0.0057495	0.0014489	0	0	0	0	0.0067093	0
s__Mycobacterium_florentinum	0	0	0	0	0	0	0	0	0	0	0.0395262	0	0	0	0.0224783	0	0	0	0	0.0034976	0.0076977	0.0006333	0	0.0002999	0	0.001954	0	0	0.0011924	0.0018162
s__Mycobacterium_grossiae	0	0	0	0	0	0	0	0	0	0	0	0	0.0121476	0	0	0.0131048	0	0.0048452	0	0	0	0	0	0	0	0.0011823	0.0023772	0	0.0004559	0
s__Mycobacterium_haemophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018548	0	0.0014319	0.007253	0.0092984	0	0	0	0	0
s__Mycobacterium_heidelbergense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004017	0.0192073	0	0.0033753
s__Mycobacterium_kansasii	0	0	0	0	0	0	0	0	0.0125315	0	0	0	0	0	0	0	0	0	0	0.0039726	0	0	0	0	0	0.0019313	0.001511	0.0001849	0.0001758	0
s__Mycobacterium_lacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051743	0.0004868	0	0
s__Mycobacterium_leprae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042901	0.0024195	0	0	0	0	0.023502	0.005705	0.0026863	0	0	0.0026366	0
s__Mycobacterium_mantenii	0.1461356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046469	0	0.0087814	0	0	0	0	0	0	0.0156338	0.0041085	0.0029191	0.0006917	0	0.0001487
s__Mycobacterium_marseillense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006716	0	0	0	0	0	0	0.0004887	0.0010741
s__Mycobacterium_noviomagense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007482	0	0	0.0014086	0	0	0	0	0	0.0006511	0	0.0017109	0	0
s__Mycobacterium_paraseoulense	0	0	0	0	0	0	0	0	0.0161365	0.0152638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063395
s__Mycobacterium_parmense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246089	0	0	0	0	0	0	0	0	0.0051947	0	0	0.0019867	0	0.0022171	0.0031725	0.0008758
s__Mycobacterium_saskatchewanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046552	0	0	0	0	0	0	0	0	0	0.0003753	0	0	0	0	0	0
s__Mycobacterium_shinjukuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019324	0	0.0017613	0	0	0	0.0016736	0	0	0.0028929	0.0032677
s__Mycobacterium_simiae	0	0	0	0	0	0	0	0	0	0	0	0.0013793	0	0	0	0.00289	0	0.0069279	0	0	0	0	0	0	0.0026611	0.000338	0	0	0	0.0009367
s__Mycobacterium_uberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000534	0.0000755	0	0	0	0	0
s__Mycobacterium_xenopi	0	0	0	0	0	0	0	0	0	0	0	0	0.00464	0.0186786	0.0088921	0	0	0	0	0	0	0	0	0	0.0034737	0.0029036	0	0.0005045	0	0.0038953
s__Mycoplasma_putrefaciens	0	0.1161451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176324	0.0017327	0.005986	0	0	0	0.0042594	0	0	0.0009247	0.004148	0.0002786	0	0.0010786
s__Mycoplasma_yeatsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067204	0.0010364	0	0	0	0	0	0	0.0020971	0	0.0003201	0	0.0022273	0.0017463	0.0004068
s__Myroides_odoratus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017149	0.0070016	0	0	0	0.0027674	0.0008458	0.0037722	0.0128941	0.0013308	0.000896
s__Myxococcus_hansupus	0	0	0	0	0	0	0.0024289	0	0.0176652	0	0.0058518	0.0034965	0	0	0	0	0	0.003614	0	0	0	0	0	0	0	0	0	0	0	0
s__Myxococcus_stipitatus	0	0	0	0	0	0	0.0040756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019804	0	0.0017028	0	0	0.0077117	0.0010156	0
s__Nakamurella_multipartita	0	0	0	0	0	0.0083118	0	0	0	0	0	0.0036389	0	0	0	0	0	0	0	0	0	0	0	0	0.0129346	0	0	0.0006912	0	0.0012979
s__Natranaerobius_thermophilus	0	0	0	0	0	0	0.0105123	0	0	0	0.0111277	0	0	0	0	0	0	0	0	0.0062263	0	0	0	0	0	0.0022989	0	0	0	0.0183156
s__Nautilia_profundicola	0	0	0	0	0	0	0	0.0560014	0	0.0271247	0.0101799	0	0	0	0.0305905	0	0	0	0.003609	0	0.009931	0.0073925	0	0	0	0.0004314	0	0	0	0.0004044
s__Neisseria_animaloris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179791	0.0029908	0	0	0	0	0	0	0.0011487	0.0091172	0.0004148	0.0026006	0
s__Neisseria_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065331	0	0	0.014756	0.0009625	0	0.0027389	0.0002333	0
s__Neisseria_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071158	0	0.0074541	0	0	0	0	0	0	0.0170741	0	0.0026419	0	0	0.0004641	0	0
s__Neisseria_dentiae	0	0	0	0	0	0	0.0057978	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012701	0	0	0	0	0	0	0	0	0
s__Neisseria_meningitidis	0	0	0	0	0	0.0075083	0	0	0	0	0	0	0.001726	0.0156135	0.0220347	0	0.0100254	0.0049697	0.0015723	0.0079244	0	0.0066138	0.0015278	0.0254965	0.0049686	0.0037735	0.009682	0.0003347	0.0023448	0.0007103
s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018075	0	0	0	0	0	0.0033892	0	0	0	0	0	0.0020692	0.0003361	0	0.0021477	0
s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0.0182533	0	0.0154586	0	0	0.0040385	0	0	0	0	0	0	0	0.0051321	0	0.0034393	0.0008652	0.001707	0	0.003363	0
s__Neisseria_wadsworthii	0	0	0	0	0	0	0.0046687	0	0	0	0	0	0	0	0	0	0	0	0.0007129	0	0	0	0	0	0	0.0021035	0.0020179	0	0	0
s__Neisseria_weaveri	0	0	0	0	0	0	0	0	0	0	0	0	0.007464	0	0	0	0	0	0.001353	0.0061465	0	0	0	0	0	0	0.0027529	0	0	0.0015487
